id,x_minimo,x_maximo,y_minimo,y_maximo,peso_da_placa,area_pixels,perimetro_x,perimetro_y,soma_da_luminosidade,maximo_da_luminosidade,comprimento_do_transportador,tipo_do_aço_A300,tipo_do_aço_A400,espessura_da_chapa_de_aço,temperatura,index_de_bordas,index_vazio,index_quadrado,index_externo_x,indice_de_bordas_x,indice_de_bordas_y,indice_de_variacao_x,indice_de_variacao_y,indice_global_externo,log_das_areas,log_indice_x,log_indice_y,indice_de_orientaçao,indice_de_luminosidade,sigmoide_das_areas,minimo_da_luminosidade,falha_1,falha_2,falha_3,falha_4,falha_5,falha_6,falha_outros
3053,39,218.0,2542022,2542072,100,6543,279,160,699635.0,127.0,1358,Não,Sim,40.0,62.530088310019764,0.0574,0.4818,0.3743,0.1318,0.6416,0.4187,-0.23512605633732847,0.7648739436626715,0.0,3.8158,2.2529,1.8261,-0.6257,-0.1797,1.0,41,False,False,True,False,Não,False,Não
3054,1358,1376.0,484193,484208,100,-206,42,26,20658.0,127.0,1356,Sim,Não,40.0,78.63112886043707,0.0291,0.3131,1.0,0.0162,0.3684,0.7273,0.5204809727510425,0.5204809727510425,0.5,2.2648,1.3424,1.3979,0.0,-0.1241,0.7955,93,False,False,False,False,Não,False,Sim
3055,-11,447.0,16087308,1669028,100,-206,22,58,,110.0,1356,Não,Sim,40.0,82.78203263125505,0.6638,0.3555,0.0862,0.0081,0.4359,1.0,-0.2570316281480378,-0.2570316281480378,1.0,2.6375,1.0414,1.7634,0.9138,-0.2769,0.9806,76,False,False,False,nao,Não,True,Não
3056,1494,193.0,1512277,-166,100,12515,634,359,1248379.0,,-214,não,sim,-154.0,100.60791066432529,0.0613,0.5058,0.9371,0.1084,0.2394,0.4011,-0.16666403384605996,0.83333596615394,1.0,4.0961,2.1818,2.2878,0.0629,-0.0933,1.0,33,False,False,True,False,não,False,Não
3057,39,-186.0,2440514,244067,100,10743,796,469,1245114.0,141.0,1362,não,1,40.0,74.53329778260701,0.6572,0.5908,0.9771,0.1071,0.2529,0.4351,0.06131670948089303,1.061316709480893,0.0,4.0376,2.1761,2.1703,-0.0229,-0.1724,1.0,96,False,False,True,False,não,False,Não
3058,1188,1202.0,677297,-166,100,63,17,8,7145.0,143.0,-214,Sim,Não,143.0,75.26934319988653,0.2298,0.3128,0.6667,0.0089,0.8824,1.0,-0.052641362568659755,-0.0001782003002053778,0.0,1.7993,1.1761,0.9031,-0.3333,-0.0085,0.2018,117,False,False,False,False,Não,True,Não
3059,309,322.0,309514,309526,100,181,20,15,18196.0,140.0,1692,sim,não,80.0,86.61069139578294,0.4556,0.4722,0.8889,0.0086,0.8,0.5333,-0.2691256737946746,-0.3180169503273414,0.0,2.2577,1.2041,1.1461,-0.1111,-0.0294,0.4763,111,False,False,False,False,não,True,Não
3060,1094,1108.0,-20,-166,100,99,-229,22,12775.0,143.0,1364,Sim,Não,80.0,86.01998952502399,0.4164,0.6168,0.75,0.0095,0.56,0.4545,0.09523597837505254,0.09523597837505254,0.0,1.9956,1.2041,1.0,-0.25,0.0042,0.3241,116,False,False,False,False,Não,True,Não
3061,-11,194.0,219220,219230,100,63,30,21,7595.0,140.0,1354,sim,não,70.0,76.56601621153973,0.257,0.525,0.6,0.0148,0.6,0.5714,0.9001418786852466,-0.09985812131475337,0.0,1.7993,1.301,1.0792,-0.4,-0.0683,0.3977,114,False,True,False,False,não,False,Não
3062,727,739.0,1779008,1779024,100,148,14,-194,15513.0,130.0,1362,Não,sim,40.0,81.85152962838158,0.8135,0.45,0.4,0.0073,0.7143,1.0,-0.028016057669984485,-0.028016057669984485,1.0,2.1703,1.0,1.301,0.6,-0.0894,0.3977,105,True,False,False,False,Não,False,Não
3063,808,816.0,1322072,1322076,100,12,10,4,1504.0,127.0,-214,N,Sim,50.0,72.62985138457746,0.8809,0.375,0.8,0.0037,0.8,1.0,-0.15879963373451125,-0.15879963373451125,0.0,1.0792,0.699,0.6021,-0.2,-0.0723,0.1262,102,False,False,False,True,não,False,Não
3064,971,980.0,71964157,11569844,100,145,16,20,15513.0,124.0,1362,não,sim,175.0,84.46666582190181,0.5647,0.45,0.64,0.0066,0.5625,1.0,-0.13151747011520418,-0.1159828204485267,1.0,2.1614,0.9542,1.301,0.36,,0.3359,105,False,True,False,False,Não,False,Não
3065,798,808.0,3402848,-166,100,205,25,25,23023.0,134.0,1360,sim,Não,100.0,64.06326874910899,0.5987,0.3462,0.52,0.0096,0.52,1.0,0.09647796340177157,0.09647796340177157,1.0,2.3117,1.1139,1.3979,0.48,-0.0978,0.5378,97,True,False,False,nao,Não,False,Não
3066,505,522.0,20716671,2258779,100,121,36,16,15515.0,141.0,1353,Não,Sim,100.0,109.07815834408089,0.7456,0.497,0.7368,0.0126,0.5,0.875,0.5264799214941724,0.5264799214941724,0.0,2.0828,1.2305,1.1461,-0.2632,-0.0013,0.556,115,False,False,False,False,Não,True,Não
3067,1557,1584.0,990037,990193,100,1371,-229,131,150413.0,140.0,1692,não,Sim,90.0,87.21065498429111,0.0877,0.4954,0.1471,0.0277,0.2385,0.9847,-0.115934694380883,-0.0931044421803714,1.0,3.137,1.5798,2.1206,0.8529,-0.0569,1.0,46,False,False,False,False,Não,True,Não
3068,39,214.0,1704638,1704636,100,5695,278,155,541466.0,124.0,1356,Não,Não,40.0,68.98395445611438,0.0575,0.4563,0.5355,0.1289,0.6627,0.5185,0.06757923517426485,1.0675792351742648,0.0,3.7863,2.243,1.716,-0.4645,-0.1879,1.0,37,False,False,True,0,não,False,Não
3069,1106,1122.0,4138007,4138019,100,206,30,27,22418.0,127.0,1632,sim,não,200.0,77.32084780807784,0.3559,0.3567,0.3077,0.0111,0.8333,1.0,0.2078168265350578,0.2078168265350578,1.0,2.3139,1.1761,1.415,0.6923,-0.1324,0.7512,91,True,False,False,False,Não,False,Não
3070,6,17.0,184779,1847954,100,-206,14,33,10286.0,127.0,1692,sim,Não,70.0,69.46837867094696,0.9808,0.2877,0.2727,0.0053,0.5833,1.0,-0.38079914896400974,-0.38079914896400974,1.0,2.0453,0.9542,1.5185,0.7273,-0.1301,0.2928,97,False,False,False,0,Não,False,Sim
3071,1067,1077.0,-20,256337,100,184,16,26,16771.0,127.0,1362,Sim,não,80.0,71.81349034776359,0.4599,0.4368,0.3462,0.0066,0.5625,1.0,0.5107543974388816,0.5107543974388816,1.0,2.2648,0.9542,1.415,0.6539,-0.1702,0.3882,88,False,False,False,False,Não,True,Não
3072,919,,2310852,-166,100,324,42,46,36875.0,132.0,-214,sim,não,70.0,82.11665271482215,0.9617,0.5227,0.4737,0.0096,0.3611,0.9718,1.0606986389268407,0.0606986389268406,1.0,2.5106,1.1139,1.415,0.5263,-0.0875,0.95,104,False,True,False,False,não,False,Não
3073,1381,1447.0,-20,9831856,100,144,46,27,16728.0,142.0,1650,sim,Não,69.0,93.91591608092708,0.2032,0.6124,0.2105,0.0225,0.8261,0.4074,0.48955706972673263,0.48955706972673263,0.0,2.1584,1.5798,1.0414,-0.7895,0.0465,0.5029,123,False,False,False,False,não,True,Não
3074,81,-186.0,7307739,-166,100,3661,157,-194,380538.0,127.0,1362,Não,sim,40.0,78.98828947716582,0.1162,0.4565,0.3597,0.0859,0.767,0.5402,0.23813122549400903,0.42672939133356674,0.0,3.5636,2.0682,1.6721,-0.6403,-0.1535,1.0,50,False,False,True,False,não,False,Não
3075,83,189.0,1298256,1298260,100,1499,206,119,140521.0,134.0,1402,não,Sim,40.0,61.09551543196994,0.1213,0.6823,0.0743,0.0736,0.0974,0.5379,0.5454185767673474,0.5454185767673474,1.0,3.1483,2.1732,1.7993,0.9557,-0.5282,1.0,41,False,False,False,False,Não,False,Sim
3076,731,736.0,-20,1244540,100,38,8,12,5714.0,127.0,1362,sim,não,80.0,73.86099537490338,0.8532,0.5571,0.8,0.0041,0.875,0.5833,0.23254664821043491,0.23254664821043491,1.0,1.5798,0.8451,1.0792,0.2,-0.0796,0.1852,110,False,False,False,False,Não,False,Sim
3077,1325,-186.0,2287245,2287276,100,170,21,22,16987.0,124.0,1358,não,Sim,40.0,74.51877230413399,0.0383,0.3182,0.4545,0.0074,0.4762,1.0,0.3651800393162755,0.6132603965089982,1.0,2.2304,1.0,1.3424,0.5454,-0.2321,0.3663,88,False,False,False,False,não,False,Sim
3078,997,1009.0,3426581,3426590,100,75,15,12,8166.0,132.0,1356,Sim,Não,70.0,80.88925330513574,0.6667,0.2546,0.9167,0.0081,0.2,1.0,0.07020733630594438,0.07020733630594438,1.0,1.8751,1.0414,1.0792,0.0833,-0.1253,0.2432,97,False,False,False,False,não,False,Sim
3079,1546,297.0,-20,80530,100,80,55,11,96340.0,190.0,1690,Sim,Não,-154.0,78.5900423547252,0.2979,0.6736,0.0882,0.0219,0.3273,0.2727,-0.0745585854223348,-0.0745585854223348,0.0,1.9031,1.5682,0.4771,-0.9118,0.0002,0.2348,52,False,False,False,False,Não,False,Sim
3080,1325,1332.0,1519629,1519634,100,135,13,24,15672.0,132.0,1354,Não,sim,40.0,58.00425660511146,0.0325,0.4219,0.3333,0.0037,0.3846,1.0,0.36015949754216176,0.36015949754216176,1.0,2.1303,0.699,1.3802,0.6667,-0.1093,0.2901,965,False,False,False,False,sim,False,Não
3081,1465,,2378173,2378236,100,103,39,34,9714.0,118.0,1602,Sim,não,80.0,70.75058411790009,0.2344,0.6078,0.7727,0.0137,0.5641,0.4407,0.2749593443037392,0.48079983727971554,0.0,2.0128,1.3424,1.2041,-0.2273,-0.2722,0.6173,858,False,False,False,False,Não,True,Não
3082,1227,-186.0,1411348,-166,100,979,239,106,99671.0,135.0,1666,Sim,não,40.0,68.92510799291159,0.6014,0.5249,0.0528,0.0564,0.1867,0.9821,-0.286617476392328,-0.3436981308335593,1.0,3.9968,1.8692,1.9085,0.9472,-0.1291,1.0,80,False,False,False,False,não,False,Sim
3083,1585,216.0,1480323,1480475,100,5702,-229,132,591835.0,126.0,1356,não,sim,-154.0,88.97430105438885,0.0605,0.5016,0.4046,0.1248,0.7202,0.5222,-0.33515593851210074,0.6648440614878992,0.0,3.756,2.248,1.3979,-0.5954,-0.1902,1.0,45,False,False,True,False,Não,False,Não
3084,1627,1638.0,2601604,2601606,100,116,20,15,11647.0,126.0,1692,Sim,não,100.0,77.14986374819254,0.0842,0.3583,0.5333,0.0089,0.7,1.0,-0.05575372565782419,-0.05575372565782419,1.0,2.0645,1.1761,1.1761,0.4667,-0.2288,0.3509,83,False,False,False,False,não,False,Sim
3085,867,887.0,168027,168086,100,585,55,49,56018.0,119.0,1353,Não,sim,50.0,60.0138892828199,0.7463,0.4422,0.5161,0.0148,0.2637,0.7455,0.09299969494966652,0.09299969494966652,1.0,2.7672,1.301,1.6721,0.4839,-0.2663,0.9954,84,False,False,False,False,não,False,Sim
3086,1307,1316.0,435871,435883,100,128,13,12,14016.0,132.0,1352,Sim,Não,80.0,71.3159942558154,0.0676,0.2955,0.7059,0.0125,0.9231,1.0,-0.01697654666996875,-0.01697654666996875,,2.1072,1.2305,1.0792,-0.2941,-0.1875,0.3419,81,False,False,False,False,Não,True,Não
3087,1627,-186.0,1398598,1398603,100,84,12,12,7804.0,126.0,-214,sim,Não,70.0,91.74689302656037,0.0071,0.2556,1.0,0.0059,0.8333,1.0,0.36569123693809896,0.36569123693809896,0.5,1.9243,1.0,1.0792,0.0,-0.2939,0.2061,71,False,False,False,False,não,False,Sim
3088,-11,957.0,629605,629613,100,61,9,13,6302.0,132.0,1360,Não,Sim,40.0,74.00873600458951,0.5926,0.3956,0.5385,0.005,0.7778,1.0,-0.5853305592115874,-0.5853305592115874,1.0,1.7853,0.8451,1.1139,0.4615,-0.064,0.1965,719,False,False,False,False,Não,False,Sim
3089,39,51.0,113260,113277,100,109,15,11,11573.0,126.0,1356,Sim,Não,70.0,73.20629467373448,0.0545,0.4394,0.9167,0.0088,0.8,1.0,0.04307638095154805,0.04307638095154805,0.0,2.0374,1.0792,1.0414,-0.0833,-0.1722,0.2432,81,False,False,False,False,não,False,Sim
3090,1077,1088.0,1250608,1250629,100,492,59,60,6074.0,126.0,1687,Não,Sim,200.0,78.29702717578549,0.5206,0.4885,0.1333,0.0071,0.2571,0.9,-0.5453937676161464,-0.5453937676161464,1.0,2.692,1.0792,1.7781,0.8667,-0.1315,0.9172,101,False,False,False,False,não,False,Sim
3091,923,-186.0,1566617,1566638,100,59,13,9,5966.0,,-214,Não,sim,70.0,82.25604460906166,0.9083,0.2778,0.8889,0.0049,0.6154,1.0,0.22791368864525052,0.22791368864525052,1.0,1.7708,0.9031,0.9542,0.1111,-0.1762,0.1773,91,False,False,False,False,Não,True,Não
3092,507,513.0,1620649,1620667,100,114,17,15,13987.0,140.0,1688,Sim,Não,70.0,78.57278794092463,0.0036,0.3667,0.6667,0.0077,0.7647,1.0,-0.028337614332600826,-0.028337614332600826,1.0,2.0569,1.1139,1.1761,0.3333,-0.0548,0.3097,105,True,False,False,False,não,False,Não
3093,1269,1296.0,2287245,2287276,100,3297,198,195,342202.0,141.0,1360,Não,Sim,175.0,90.2315042778911,0.1915,0.6234,0.0569,0.0412,0.1141,0.5402,0.12588299160723543,0.12588299160723543,1.0,3.5181,1.8261,2.3617,0.9431,-0.103,1.0,1328,False,False,False,False,Não,False,Sim
3094,734,747.0,30390810,5492091,100,76,18,12,9275.0,132.0,1666,não,Sim,40.0,78.57343047859271,0.8331,0.284,0.3333,0.0096,0.7222,0.9167,-0.25916488817692984,-0.25916488817692984,0.0,1.8808,1.1139,0.8451,-0.6667,-0.1064,0.215,103,False,0,False,False,Não,False,Sim
3095,1,16.0,1715283,1715307,100,85,14,13,7457.0,95.0,1690,Sim,não,70.0,86.74264847379148,0.0236,0.4242,0.8182,0.0055,0.6429,1.0,0.38383947949732533,0.38383947949732533,1.0,1.9294,0.9542,1.1139,0.1818,-0.3754,0.2051,71,False,False,False,False,não,False,Sim
3096,39,,2357383,2357532,100,10880,749,482,1245114.0,140.0,1400,não,Sim,40.0,81.96687528569916,0.0557,0.5815,0.9371,0.1086,0.2444,0.4233,0.31251739921765537,1.3125173992176553,0.0,4.0391,2.1818,2.2014,-0.0629,-0.1034,1.0,35,False,False,True,0,Não,False,Não
3097,-11,-186.0,-20,1878584,100,-206,276,128,666662.0,127.0,1358,Não,sim,40.0,67.0699900682336,0.0633,0.4627,,0.1274,0.8461,0.5313,0.1750632909035663,1.1750632909035663,0.0,3.8084,2.238,1.8325,-0.6026,-0.1851,1.0,39,0,False,True,False,Não,False,Não
3098,1591,1614.0,2797592,2797652,100,76,23,10,8709.0,126.0,1692,Sim,não,70.0,97.85300766083853,0.0782,0.6458,0.9167,0.013,0.7273,0.7,-0.03885517405903223,-0.03885517405903223,0.0,1.8808,1.3424,0.8451,-0.0833,-0.1132,0.2432,705,False,False,False,False,Não,True,Não
3099,41,-186.0,-20,2254463,100,6185,269,-194,685447.0,124.0,-214,Não,sim,40.0,91.55682858160691,0.0605,0.4887,0.3659,0.1291,0.6604,0.5,0.17395718558853965,1.1739571855885396,0.0,3.845,2.243,1.8261,-0.6342,-0.1969,1.0,36,False,False,True,False,não,False,Não
3100,793,816.0,281944,281958,100,339,27,37,35033.0,127.0,-214,Não,sim,40.0,74.33221126186085,0.8331,0.4336,0.5161,0.0096,0.2927,0.9394,-0.21206777039620467,0.7879322296037954,1.0,2.5302,1.1139,1.5315,0.4839,-0.1034,0.8123,101,False,False,True,False,não,False,Não
3101,-11,564.0,1569522,1569536,100,-206,9,15,12587.0,125.0,-214,não,Sim,70.0,78.88874746941062,0.6839,0.1,0.5333,0.0047,0.8889,1.0,0.2566666977062136,0.2566666977062136,1.0,2.0569,0.9031,1.1761,0.4667,-0.1625,0.2288,81,False,False,False,False,não,False,Sim
3102,882,893.0,877413,877428,100,35,10,-194,4347.0,142.0,1687,não,sim,50.0,86.1519282234818,0.9808,0.4286,0.4286,0.0047,0.8,1.0,0.49484426829717626,0.49484426829717626,1.0,1.5441,0.9031,0.7782,0.5714,0.0103,0.133,123,False,False,False,True,não,False,Não
3103,669,696.0,-20,1512277,100,659,56,70,588758.0,109.0,1352,sim,não,70.0,81.80027155797082,0.9383,0.5469,0.1923,0.0185,0.3137,0.9607,0.32118316799375585,0.32118316799375585,1.0,2.8802,1.3979,1.8261,0.8077,-0.188,0.9998,76,nao,False,False,False,Não,False,Sim
3104,1219,1234.0,-20,114444,100,-206,43,98,638448.0,118.0,1362,Não,sim,70.0,81.07057940100613,0.1825,0.3214,0.2903,0.0066,0.2093,0.9841,-0.21888074094222285,-0.21888074094222285,1.0,2.7903,0.9542,1.7853,0.7097,-0.2199,0.9831,7,nao,False,False,False,não,False,Sim
3105,1073,1082.0,764107,764213,100,113,21,-194,14330.0,135.0,1372,Não,Sim,40.0,85.05600436108742,0.4611,0.6042,1.0,0.0103,0.7143,0.8,0.10842519518193086,0.10842519518193086,,2.0569,1.1461,1.0792,0.0,-0.0545,0.33,1322,False,False,False,False,não,False,Sim
3106,1627,1637.0,157035,-166,100,173,-229,20,14618.0,102.0,1690,sim,Não,60.0,83.53464921269024,0.0663,0.3889,0.35,0.0053,0.375,1.0,-0.3397124079779272,-0.42165124712347185,1.0,2.238,0.9542,1.301,0.65,-0.3765,0.3977,64,True,False,False,False,Não,False,Não
3107,-11,1208.0,2691161,2691189,100,825,333,162,971035.0,133.0,1356,Não,Sim,40.0,83.58016455822084,0.2746,0.5563,0.1078,0.0569,0.1936,0.9901,0.17171709335270272,0.17171709335270272,1.0,2.9499,1.8692,2.1931,0.8942,-0.0904,1.0,111,False,False,False,False,Não,False,Sim
3108,4826,632.0,455871,455881,100,935,54,76,97514.0,127.0,1360,Não,sim,-154.0,80.91354340319653,0.0015,0.5251,0.3103,0.0161,0.3188,0.9796,0.13518102385876166,0.13518102385876166,1.0,2.9841,1.3424,1.8451,0.6897,-0.1278,0.9999,95,False,False,False,False,não,False,Sim
3109,1269,1285.0,5303273,5303295,100,170,27,27,18196.0,116.0,1360,Não,Sim,40.0,86.38899727507605,0.1162,0.4221,0.5417,0.0096,0.5652,0.9259,-0.5609449018596492,-0.5609449018596492,1.0,2.2304,1.1139,1.3802,0.4583,-0.176,0.5162,96,False,False,False,False,não,False,Sim
3110,9027,1347.0,273908,273912,100,145,19,16,14626.0,103.0,1688,sim,Não,-154.0,82.09686259389386,0.0325,0.3929,0.625,0.0079,0.5263,0.75,-0.34853515317370914,-0.34853515317370914,0.0,2.1614,1.0414,0.9542,-0.375,-0.3286,0.3601,76,False,False,False,False,Não,True,Não
3111,1588,1596.0,1560314,236280,100,93,14,13,8996.0,110.0,1692,Sim,não,100.0,82.34811781766476,0.1111,0.2418,0.7647,0.0077,0.9286,1.0,-0.08494166902313013,-0.08494166902313013,1.0,1.9685,1.1139,1.1139,0.2353,-0.2656,0.3678,661,False,False,False,False,Não,False,Sim
3112,772,779.0,1346248,-166,100,98,11,14,7588.0,124.0,1624,Sim,nao,70.0,93.74865192094629,0.8766,0.1719,0.5714,0.0047,0.7273,1.0,-0.09025792414224787,-0.09025792414224787,1.0,1.9912,0.9031,1.1461,0.4286,-0.2096,0.2195,84,False,False,False,False,Não,True,Não
3113,1087,1104.0,1713172,1713184,100,88,17,-194,10518.0,127.0,-214,Não,sim,175.0,84.33445968080551,0.4136,0.39,0.45,0.0053,0.5294,0.9524,-0.3628430806256416,-0.3628430806256416,1.0,1.9445,0.9542,1.301,0.55,-0.0882,0.3068,101,False,False,False,False,não,False,Sim
3114,1067,1085.0,1060712,1060732,100,56,28,9,5714.0,126.0,1364,Sim,Não,80.0,83.30551349516232,0.4047,0.4444,0.7273,0.0185,0.7273,0.8889,0.11669361880565512,0.11669361880565512,0.0,1.7482,1.3979,0.9031,-0.2727,-0.1646,0.2432,93,False,False,False,False,não,False,Sim
3115,1051,1066.0,2632520,2632529,100,-206,30,39,36875.0,127.0,1696,não,sim,120.0,71.11210960227996,0.7385,0.2593,0.2308,0.0071,0.4,1.0,0.07544208268215362,0.07544208268215362,1.0,2.5866,1.0792,1.5911,0.7692,-0.2268,0.7347,78,False,False,False,False,não,True,Não
3116,1556,1564.0,518468,518483,100,60,11,10,5267.0,111.0,1624,sim,Não,70.0,71.61582709244341,0.1227,0.2889,0.8,0.0047,0.7273,0.8,-0.058280739593555786,-0.058280739593555786,1.0,1.7781,0.9031,1.0,0.2,-0.2744,0.1852,935,False,False,False,False,não,True,Não
3117,1094,1104.0,10624922,10624934,100,86,22,9,10024.0,127.0,1364,Sim,Não,70.0,91.41704178968148,0.4485,0.2969,1.0,0.0147,0.6111,0.8889,-0.22673745004750887,-0.22673745004750887,0.5,1.9345,1.301,0.9031,0.0,-0.0572,0.2384,106,False,False,False,False,Não,False,Sim
3118,368,380.0,719009,719024,100,101,18,17,11656.0,127.0,1356,Sim,Não,70.0,85.70642903684463,0.4595,0.4076,0.5882,0.0074,0.5556,1.0,1.3146121379249691,0.31461213792496906,1.0,2.0043,1.0,1.2305,0.4118,-0.1473,0.2928,95,False,True,False,False,Não,False,Não
3119,1073,-186.0,4309441,4309470,100,196,23,32,21865.0,116.0,1694,Sim,Não,80.0,89.17561214279056,0.4106,0.4396,0.4615,0.0083,0.5745,0.7778,-0.02893014738814237,0.03463422075663497,1.0,2.2923,1.1461,1.5051,0.5385,-0.2486,0.6015,84,False,False,False,False,não,False,Sim
3120,-11,692.0,1066700,1066722,100,17,5,5,2198.0,143.0,1358,Não,sim,50.0,81.9766922351606,0.9443,0.15,0.8,0.0037,1.0,1.0,0.24945184910800655,0.44335014707620396,0.0,1.2305,0.699,0.699,-0.2,-0.0298,0.1322,111,False,False,False,True,não,False,Não
3121,1227,1235.0,949136,949144,100,206,13,24,24476.0,124.0,1650,Sim,0,100.0,83.97486813225024,0.1182,0.4091,0.3333,0.0059,0.5385,1.0,-0.1836500751464462,-0.1836500751464462,1.0,2.3117,0.9031,1.3802,0.6667,-0.1644,0.4138,93,False,False,False,nao,Não,False,Sim
3122,4,20.0,1068986,-166,100,169,23,15,14697.0,109.0,1356,sim,Não,70.0,78.54249010270756,0.0602,0.4386,0.5385,0.0111,0.8649,0.8667,1.1473622996235988,0.14736229962359887,0.0,2.2279,1.1761,1.1139,-0.4615,-0.467,0.4509,49,False,True,False,False,não,False,Não
3123,830,837.0,929482,929513,100,121,15,29,14032.0,127.0,-214,Sim,Não,60.0,79.73273113836511,0.7647,0.2057,0.2069,0.0035,0.4,1.0,-0.08141919895567218,-0.04242935233026668,1.0,2.0828,0.7782,1.4624,0.7931,-0.1594,0.2984,79,True,False,False,False,Não,False,Não
3124,-11,211.0,2566935,2566997,100,-206,257,129,626586.0,124.0,1356,Não,Sim,40.0,75.83217946790147,0.0605,0.4654,0.3652,0.1254,0.6436,0.4114,-0.041819160198970244,0.9581808398010297,0.0,3.8006,2.2304,1.8129,-0.6348,-0.1749,1.0,41,False,False,True,False,não,False,Não
3125,1251,1258.0,99568,-166,100,52,11,12,5999.0,127.0,1360,Não,sim,175.0,93.33724380657735,0.1495,0.449,0.5833,0.0052,0.6364,1.0,0.2218959455174014,0.2218959455174014,1.0,1.716,0.8451,1.0792,0.4167,-0.081,0.1892,105,False,False,False,False,Não,True,Não
3126,1097,1114.0,-20,467902,100,745,42,76,86830.0,134.0,1687,Não,Sim,200.0,72.88191366405593,0.4275,0.4647,0.2895,0.0066,0.2807,1.0,-0.5728068262521878,-0.5728068262521878,1.0,2.8621,0.9542,1.8062,0.7105,-0.1144,0.9994,85,True,False,False,False,não,False,Não
3127,39,215.0,71768,718425,100,3256,328,-194,379850.0,135.0,1358,N,Sim,40.0,83.07542449860831,0.0557,0.4206,0.3364,0.1298,0.6762,0.5345,0.3954906974558008,1.3954906974558008,0.0,3.5089,2.2455,1.7324,-0.6636,-0.0983,1.0,38,False,False,True,False,Não,False,Não
3128,605,-186.0,-20,1862979,100,116,38,26,11880.0,125.0,1364,N,Sim,40.0,78.43359625111003,0.9284,0.6139,0.7826,0.0191,0.5811,0.6923,-0.24888527445284747,-0.2883003247186615,0.0,2.0645,1.415,1.2553,-0.2174,-0.2035,0.6781,74,False,False,False,False,Não,False,Sim
3129,41,212.0,1853674,-166,100,6181,276,143,654358.0,125.0,-214,não,Sim,40.0,89.51808785343636,0.0604,0.4562,0.3771,0.1274,0.6604,0.5114,0.05513251939301307,0.15805366294325823,0.0,3.7989,2.238,1.8261,-0.6229,-0.1852,1.0,44,False,False,True,False,não,False,Não
3130,-11,191.0,1970337,1970509,100,10941,462,370,1246740.0,140.0,1400,não,Sim,40.0,82.27639923397332,0.0557,0.5815,0.9737,0.1083,0.2459,0.4226,-0.026770246266434677,0.9732297537335654,1.0,4.0391,2.1818,2.2227,0.0263,,1.0,38,False,False,True,False,não,False,Não
3131,1307,-186.0,825486,825488,100,145,18,21,13678.0,126.0,1698,Não,sim,60.0,84.61500233982923,0.0414,0.2143,0.2857,0.0041,0.5833,1.0,-0.011271193493844379,-0.011271193493844379,1.0,2.1614,0.8451,1.3222,0.7143,-0.1403,0.3725,1237,True,False,False,False,não,False,Não
3132,647,667.0,776120,776424,100,265,27,32,26833.0,119.0,1364,Não,sim,100.0,82.07578755043544,0.9106,0.4872,0.3433,0.0096,0.4643,0.6949,-0.5193603910334776,-0.5193603910334776,1.0,2.4281,1.1139,1.4914,0.6567,-0.1581,0.7281,993,False,False,False,False,não,False,Sim
3133,1251,1260.0,7430,7458,100,264,58,50,27599.0,141.0,1356,não,sim,40.0,70.07831408570732,0.1455,0.5347,0.5,0.0176,0.3846,0.9,0.44848146823597074,1.4484814682359708,1.0,2.4216,1.3802,1.699,0.5,-0.0206,0.8019,114,False,False,True,False,Não,False,Não
3134,757,766.0,2601604,2601606,100,64,14,14,7104.0,127.0,1628,1,não,69.0,85.50362439231904,0.7438,0.2619,0.7143,0.0047,0.5714,1.0,0.01239768968118554,0.01239768968118554,1.0,1.8062,0.9031,1.1461,0.2857,-0.1809,0.2532,93,False,False,False,False,Não,True,Não
3135,1201,1213.0,34309990,6042292,100,87,15,12,9522.0,133.0,1358,Não,Sim,175.0,79.00804142834414,0.1659,0.2667,0.8333,0.0074,0.6667,1.0,0.13290063913421254,0.13290063913421254,1.0,1.9395,1.0,1.0792,0.1667,-0.1091,0.2288,100,nao,False,False,False,Não,True,Não
3136,39,216.0,11334428,1437882,100,6137,302,138,688430.0,,-214,Não,Sim,40.0,72.38607293344258,0.0575,0.4314,0.3543,0.1303,0.5965,0.4503,0.28546493117221283,1.2854649311722128,0.0,3.7977,2.248,1.8261,-0.6457,-0.1907,1.0,49,False,False,True,False,Não,False,Não
3137,1528,1538.0,113260,113277,100,59,13,18,3022.0,93.0,1687,Sim,não,80.0,65.89149108745829,0.0202,0.2292,0.3333,0.0048,0.6154,1.0,-0.30634873726809003,-0.30634873726809003,1.0,1.7708,0.9031,1.2553,0.6667,-0.4148,0.215,71,True,False,False,False,Não,False,Não
3138,858,864.0,354988,-166,100,68,12,22,6760.0,79.0,-214,Sim,não,70.0,71.82726786389549,0.8566,0.2563,0.7059,0.0047,0.6667,1.0,0.14204156971056853,0.14204156971056853,1.0,1.8325,0.9031,1.3424,0.2941,-0.4207,0.3419,36,False,False,False,0,Não,False,Sim
3139,124,14.0,1048818,-166,100,204,31,22,23155.0,,-214,Não,Sim,-154.0,87.64089056550667,0.0,0.5714,0.6842,0.0083,0.4516,1.0,-0.08029232726963807,-0.08029232726963807,1.0,2.3096,1.1461,1.2787,0.3158,-0.1049,0.6079,101,False,False,False,False,não,True,Não
3140,7128,-186.0,4474894,4474920,100,64,12,11,6391.0,125.0,1650,Sim,não,-154.0,97.61873837074965,0.9897,0.2045,0.8182,0.0053,0.75,1.0,-0.09104980607465238,-0.05656885330086292,1.0,1.8062,0.9542,1.0414,0.1818,-0.1802,0.1862,86,False,False,False,False,Não,True,Não
