ORDEM,QUANTIDADE,PRECOINDIVIDUAL,VENDAS,DATAPEDIDO,STATUS,LINHAPRODUTOS,CODIGOPRODUTO,PAIS
10319,43,"85,69","3684,67",11/3/2004,Shipped,Classic Cars,S24_4620,USA
10331,41,100,"5715,4",11/17/2004,Shipped,Classic Cars,S24_4620,USA
10343,30,100,"3098,7",11/24/2004,Shipped,Classic Cars,S24_4620,France
10355,28,"95,39","2670,92",12/7/2004,Shipped,Classic Cars,S24_4620,Spain
10363,43,100,"5154,41",1/6/2005,Shipped,Classic Cars,S24_4620,Finland
10378,41,100,"4894,17",2/10/2005,Shipped,Classic Cars,S24_4620,Spain
10390,30,"82,42","2472,6",3/4/2005,Shipped,Classic Cars,S24_4620,USA
10103,31,100,"3224,31",1/29/2003,Shipped,Trucks and Buses,S32_1268,Norway
10114,32,100,"3667,52",4/1/2003,Shipped,Trucks and Buses,S32_1268,France
10126,43,"96,31","4141,33",5/28/2003,Shipped,Trucks and Buses,S32_1268,Spain
10140,26,100,"2829,58",7/24/2003,Shipped,Trucks and Buses,S32_1268,USA
10151,27,100,"3068,55",9/21/2003,Shipped,Trucks and Buses,S32_1268,Finland
10164,24,100,"2634,96",10/21/2003,Resolved,Trucks and Buses,S32_1268,Austria
10175,22,100,"2436,72",11/6/2003,Shipped,Trucks and Buses,S32_1268,UK
10184,46,100,"4607,36",11/14/2003,Shipped,Trucks and Buses,S32_1268,Spain
10194,37,"97,27","3598,99",11/25/2003,Shipped,Trucks and Buses,S32_1268,France
10207,49,"80,9","3964,1",12/9/2003,Shipped,Trucks and Buses,S32_1268,USA
10217,21,100,"2244,9",2/4/2004,Shipped,Trucks and Buses,S32_1268,Singapore
10229,25,100,2793,3/11/2004,Shipped,Trucks and Buses,S32_1268,USA
10245,37,100,"4133,64",5/4/2004,Shipped,Trucks and Buses,S32_1268,USA
10259,45,"86,68","3900,6",6/15/2004,Shipped,Trucks and Buses,S32_1268,Singapore
10270,32,"85,72","2743,04",7/19/2004,Shipped,Trucks and Buses,S32_1268,Australia
10281,29,"82,83","2402,07",8/19/2004,Shipped,Trucks and Buses,S32_1268,USA
10291,26,"83,79","2178,54",9/8/2004,Shipped,Trucks and Buses,S32_1268,Sweden
10305,28,100,"3155,04",10/13/2004,Shipped,Trucks and Buses,S32_1268,USA
10313,27,"87,64","2366,28",10/22/2004,Shipped,Trucks and Buses,S32_1268,Canada
10324,20,"98,18","1963,6",11/5/2004,Shipped,Trucks and Buses,S32_1268,USA
10335,44,100,"4746,28",11/19/2004,Shipped,Trucks and Buses,S32_1268,USA
10348,42,100,"6386,94",11/1/2004,Shipped,Trucks and Buses,S32_1268,Spain
10358,41,100,4428,12/10/2004,Shipped,Trucks and Buses,S32_1268,Spain
10371,26,100,"4044,04",1/23/2005,Shipped,Trucks and Buses,S32_1268,USA
10382,26,100,"2708,42",2/17/2005,Shipped,Trucks and Buses,S32_1268,USA
10411,26,100,"2904,72",5/1/2005,Shipped,Trucks and Buses,S32_1268,Canada
10425,41,"86,68","3553,88",5/31/2005,In Process,Trucks and Buses,S32_1268,France
10107,20,"92,9",1858,2/24/2003,Shipped,Motorcycles,S32_1374,USA
10120,22,100,"2461,36",4/29/2003,Shipped,Motorcycles,S32_1374,Australia
10133,23,100,"2642,01",6/27/2003,Shipped,Motorcycles,S32_1374,Spain
10145,33,"93,9","3098,7",8/25/2003,Shipped,Motorcycles,S32_1374,USA
10168,28,100,"3244,36",10/28/2003,Shipped,Motorcycles,S32_1374,USA
10188,44,"98,89","4351,16",11/18/2003,Shipped,Motorcycles,S32_1374,Norway
10210,46,"79,91","3675,86",1/12/2004,Shipped,Motorcycles,S32_1374,Japan
10223,21,100,"2475,27",2/20/2004,Shipped,Motorcycles,S32_1374,Australia
10235,41,100,"4177,49",4/2/2004,Shipped,Motorcycles,S32_1374,Canada
10250,31,100,"3282,28",5/11/2004,Shipped,Motorcycles,S32_1374,USA
10263,31,"79,91","2477,21",6/28/2004,Shipped,Motorcycles,S32_1374,USA
10275,23,"81,91","1883,93",7/23/2004,Shipped,Motorcycles,S32_1374,France
10285,37,"98,89","3658,93",8/27/2004,Shipped,Motorcycles,S32_1374,USA
10297,26,100,"2856,88",9/16/2004,Shipped,Motorcycles,S32_1374,Ireland
10308,24,"79,91","1917,84",10/15/2004,Shipped,Motorcycles,S32_1374,USA
10318,47,100,"5305,36",11/2/2004,Shipped,Motorcycles,S32_1374,USA
10329,45,"63,91","2875,95",11/15/2004,Shipped,Motorcycles,S32_1374,USA
10340,55,100,"6482,85",11/24/2004,Shipped,Motorcycles,S32_1374,Spain
10353,46,"81,17","3733,82",12/4/2004,Shipped,Motorcycles,S32_1374,USA
10363,50,100,"6576,5",1/6/2005,Shipped,Motorcycles,S32_1374,Finland
10375,37,100,"6353,27",2/3/2005,Shipped,Motorcycles,S32_1374,France
10387,44,"94,9","4175,6",3/2/2005,Shipped,Motorcycles,S32_1374,Singapore
10401,49,100,"4992,61",4/3/2005,On Hold,Motorcycles,S32_1374,USA
10416,45,100,"4764,6",5/10/2005,Shipped,Motorcycles,S32_1374,Italy
10108,27,"43,45","1173,15",3/3/2003,Shipped,Motorcycles,S32_2206,Philippines
10122,31,"44,66","1384,46",5/8/2003,Shipped,Motorcycles,S32_2206,France
10135,33,"40,23","1327,59",7/2/2003,Shipped,Motorcycles,S32_2206,USA
10145,31,"35,8","1109,8",8/25/2003,Shipped,Motorcycles,S32_2206,USA
10159,35,"35,4",1239,10/10/2003,Shipped,Motorcycles,S32_2206,USA
10169,26,"39,83","1035,58",11/4/2003,Shipped,Motorcycles,S32_2206,Australia
10180,34,"45,46","1545,64",11/11/2003,Shipped,Motorcycles,S32_2206,France
10190,46,"32,99","1517,54",11/19/2003,Shipped,Motorcycles,S32_2206,Spain
10211,41,"42,24","1731,84",1/15/2004,Shipped,Motorcycles,S32_2206,France
10224,43,"39,43","1695,49",2/21/2004,Shipped,Motorcycles,S32_2206,France
10237,26,"40,23","1045,98",4/5/2004,Shipped,Motorcycles,S32_2206,USA
10252,36,"48,28","1738,08",5/26/2004,Shipped,Motorcycles,S32_2206,France
10264,20,"32,59","651,8",6/30/2004,Shipped,Motorcycles,S32_2206,USA
10276,27,"36,61","988,47",8/2/2004,Shipped,Motorcycles,S32_2206,USA
10285,37,"41,03","1518,11",8/27/2004,Shipped,Motorcycles,S32_2206,USA
10299,24,"42,24","1013,76",9/30/2004,Shipped,Motorcycles,S32_2206,Finland
10310,36,"43,05","1549,8",10/16/2004,Shipped,Motorcycles,S32_2206,Germany
10319,29,"38,22","1108,38",11/3/2004,Shipped,Motorcycles,S32_2206,USA
10331,28,100,"4102,56",11/17/2004,Shipped,Motorcycles,S32_2206,USA
10343,29,100,"3713,16",11/24/2004,Shipped,Motorcycles,S32_2206,France
10355,38,"39,83","1513,54",12/7/2004,Shipped,Motorcycles,S32_2206,Spain
10364,48,"48,28","2317,44",1/6/2005,Shipped,Motorcycles,S32_2206,France
10378,40,"82,46","3298,4",2/10/2005,Shipped,Motorcycles,S32_2206,Spain
10390,41,"44,56","1826,96",3/4/2005,Shipped,Motorcycles,S32_2206,USA
10403,30,"40,23","1206,9",4/8/2005,Shipped,Motorcycles,S32_2206,UK
10104,35,"47,62","1666,7",1/31/2003,Shipped,Trucks and Buses,S32_2509,Spain
10114,28,"55,73","1560,44",4/1/2003,Shipped,Trucks and Buses,S32_2509,France
10127,45,"51,95","2337,75",6/3/2003,Shipped,Trucks and Buses,S32_2509,USA
10141,24,"45,99","1103,76",8/1/2003,Shipped,Trucks and Buses,S32_2509,Finland
10151,41,"63,85","2617,85",9/21/2003,Shipped,Trucks and Buses,S32_2509,Finland
10165,48,"45,99","2207,52",10/22/2003,Shipped,Trucks and Buses,S32_2509,Singapore
10175,50,"63,31","3165,5",11/6/2003,Shipped,Trucks and Buses,S32_2509,UK
10184,33,"62,77","2071,41",11/14/2003,Shipped,Trucks and Buses,S32_2509,Spain
10195,32,"43,29","1385,28",11/25/2003,Shipped,Trucks and Buses,S32_2509,USA
10207,27,"60,06","1621,62",12/9/2003,Shipped,Trucks and Buses,S32_2509,USA
10219,35,"55,19","1931,65",2/10/2004,Shipped,Trucks and Buses,S32_2509,USA
10229,23,"54,11","1244,53",3/11/2004,Shipped,Trucks and Buses,S32_2509,USA
10246,35,"48,7","1704,5",5/5/2004,Shipped,Trucks and Buses,S32_2509,Spain
10259,40,"43,83","1753,2",6/15/2004,Shipped,Trucks and Buses,S32_2509,Singapore
10271,35,"47,62","1666,7",7/20/2004,Shipped,Trucks and Buses,S32_2509,USA
10281,31,"55,19","1710,89",8/19/2004,Shipped,Trucks and Buses,S32_2509,USA
10292,50,"46,53","2326,5",9/8/2004,Shipped,Trucks and Buses,S32_2509,USA
10305,40,"57,9",2316,10/13/2004,Shipped,Trucks and Buses,S32_2509,USA
10313,38,"45,45","1727,1",10/22/2004,Shipped,Trucks and Buses,S32_2509,Canada
10325,38,100,"8844,12",11/5/2004,Shipped,Trucks and Buses,S32_2509,Norway
10335,40,"60,6",2424,11/19/2004,Shipped,Trucks and Buses,S32_2509,USA
10349,33,"46,53","1535,49",12/1/2004,Shipped,Trucks and Buses,S32_2509,USA
10359,36,100,"6358,68",12/15/2004,Shipped,Trucks and Buses,S32_2509,France
10371,20,"66,47","1329,4",1/23/2005,Shipped,Trucks and Buses,S32_2509,USA
10383,32,"53,18","1701,76",2/22/2005,Shipped,Trucks and Buses,S32_2509,Spain
10394,36,"62,77","2259,72",3/15/2005,Shipped,Trucks and Buses,S32_2509,Spain
10412,19,"48,7","925,3",5/3/2005,Shipped,Trucks and Buses,S32_2509,Spain
10425,11,"43,83","482,13",5/31/2005,In Process,Trucks and Buses,S32_2509,France
10104,49,"65,87","3227,63",1/31/2003,Shipped,Trains,S32_3207,Spain
10116,27,"63,38","1711,26",4/11/2003,Shipped,Trains,S32_3207,Belgium
10127,29,"70,84","2054,36",6/3/2003,Shipped,Trains,S32_3207,USA
10142,42,"74,57","3131,94",8/8/2003,Shipped,Trains,S32_3207,USA
10152,33,"50,95","1681,35",9/25/2003,Shipped,Trains,S32_3207,Australia
10165,44,"53,44","2351,36",10/22/2003,Shipped,Trains,S32_3207,Singapore
10176,22,64,1408,11/6/2003,Shipped,Trains,S32_3207,Italy
10184,48,"50,95","2445,6",11/14/2003,Shipped,Trains,S32_3207,Spain
10195,33,"54,68","1804,44",11/25/2003,Shipped,Trains,S32_3207,USA
10207,45,"56,55","2544,75",12/9/2003,Shipped,Trains,S32_3207,USA
10220,20,"52,82","1056,4",2/12/2004,Shipped,Trains,S32_3207,Ireland
10230,46,"60,9","2801,4",3/15/2004,Shipped,Trains,S32_3207,Germany
10247,40,"49,71","1988,4",5/5/2004,Shipped,Trains,S32_3207,Finland
10272,45,"64,63","2908,35",7/20/2004,Shipped,Trains,S32_3207,USA
10282,36,"59,65","2147,4",8/20/2004,Shipped,Trains,S32_3207,USA
10292,31,"67,73","2099,63",9/8/2004,Shipped,Trains,S32_3207,USA
10306,46,"50,33","2315,18",10/14/2004,Shipped,Trains,S32_3207,UK
10314,35,"66,49","2327,15",10/22/2004,Shipped,Trains,S32_3207,Denmark
10325,28,100,"5377,4",11/5/2004,Shipped,Trains,S32_3207,Norway
10336,31,"84,71","2626,01",11/20/2004,Shipped,Trains,S32_3207,France
10350,27,100,"4406,4",12/2/2004,Shipped,Trains,S32_3207,Spain
10359,22,100,"4301,22",12/15/2004,Shipped,Trains,S32_3207,France
10371,30,"99,55","2986,5",1/23/2005,Shipped,Trains,S32_3207,USA
10383,44,"36,07","1587,08",2/22/2005,Shipped,Trains,S32_3207,Spain
10394,30,"60,28","1808,4",3/15/2005,Shipped,Trains,S32_3207,Spain
10413,24,"49,71","1193,04",5/5/2005,Shipped,Trains,S32_3207,USA
10103,45,"75,63","3403,35",1/29/2003,Shipped,Trucks and Buses,S32_3522,Norway
10113,23,"68,52","1575,96",3/26/2003,Shipped,Trucks and Buses,S32_3522,USA
10126,26,"62,7","1630,2",5/28/2003,Shipped,Trucks and Buses,S32_3522,Spain
10140,28,"60,76","1701,28",7/24/2003,Shipped,Trucks and Buses,S32_3522,USA
10150,49,"58,18","2850,82",9/19/2003,Shipped,Trucks and Buses,S32_3522,Singapore
10164,49,"54,94","2692,06",10/21/2003,Resolved,Trucks and Buses,S32_3522,Austria
10175,29,"74,98","2174,42",11/6/2003,Shipped,Trucks and Buses,S32_3522,UK
10183,49,"64,64","3167,36",11/13/2003,Shipped,Trucks and Buses,S32_3522,USA
10194,39,"54,94","2142,66",11/25/2003,Shipped,Trucks and Buses,S32_3522,France
10206,36,"58,82","2117,52",12/5/2003,Shipped,Trucks and Buses,S32_3522,Canada
10217,39,"62,05","2419,95",2/4/2004,Shipped,Trucks and Buses,S32_3522,Singapore
10229,30,"73,04","2191,2",3/11/2004,Shipped,Trucks and Buses,S32_3522,USA
10245,44,"69,16","3043,04",5/4/2004,Shipped,Trucks and Buses,S32_3522,USA
10258,20,"61,41","1228,2",6/15/2004,Shipped,Trucks and Buses,S32_3522,Japan
10270,21,"63,35","1330,35",7/19/2004,Shipped,Trucks and Buses,S32_3522,Australia
10281,36,"77,57","2792,52",8/19/2004,Shipped,Trucks and Buses,S32_3522,USA
10291,32,"71,75",2296,9/8/2004,Shipped,Trucks and Buses,S32_3522,Sweden
10304,36,"73,04","2629,44",10/11/2004,Shipped,Trucks and Buses,S32_3522,France
10313,34,"56,24","1912,16",10/22/2004,Shipped,Trucks and Buses,S32_3522,Canada
10324,48,100,"8209,44",11/5/2004,Shipped,Trucks and Buses,S32_3522,USA
10333,33,"73,69","2431,77",11/18/2004,Shipped,Trucks and Buses,S32_3522,USA
10348,31,100,"3139,99",11/1/2004,Shipped,Trucks and Buses,S32_3522,Spain
10358,36,100,"5669,64",12/10/2004,Shipped,Trucks and Buses,S32_3522,Spain
10370,25,100,"3160,25",1/20/2005,Shipped,Trucks and Buses,S32_3522,Australia
10382,48,100,"6799,68",2/17/2005,Shipped,Trucks and Buses,S32_3522,USA
10411,27,"69,16","1867,32",5/1/2005,Shipped,Trucks and Buses,S32_3522,Canada
10424,44,"61,41","2702,04",5/31/2005,In Process,Trucks and Buses,S32_3522,Spain
10106,33,"72,92","2406,36",2/17/2003,Shipped,Vintage Cars,S32_4289,Italy
10120,29,"72,23","2094,67",4/29/2003,Shipped,Vintage Cars,S32_4289,Australia
10133,49,"57,1","2797,9",6/27/2003,Shipped,Vintage Cars,S32_4289,Spain
10144,20,"81,86","1637,2",8/13/2003,Shipped,Vintage Cars,S32_4289,Belgium
10168,31,"73,61","2281,91",10/28/2003,Shipped,Vintage Cars,S32_4289,USA
10210,39,"59,16","2307,24",1/12/2004,Shipped,Vintage Cars,S32_4289,Japan
10223,20,"66,04","1320,8",2/20/2004,Shipped,Vintage Cars,S32_4289,Australia
10235,34,"77,73","2642,82",4/2/2004,Shipped,Vintage Cars,S32_4289,Canada
10250,50,"61,22",3061,5/11/2004,Shipped,Vintage Cars,S32_4289,USA
10262,40,"79,11","3164,4",6/24/2004,Cancelled,Vintage Cars,S32_4289,Spain
10275,28,"63,97","1791,16",7/23/2004,Shipped,Vintage Cars,S32_4289,France
10284,50,"81,86",4093,8/21/2004,Shipped,Vintage Cars,S32_4289,Norway
10297,28,"79,8","2234,4",9/16/2004,Shipped,Vintage Cars,S32_4289,Ireland
10308,46,"66,04","3037,84",10/15/2004,Shipped,Vintage Cars,S32_4289,USA
10316,24,"59,16","1419,84",11/1/2004,Shipped,Vintage Cars,S32_4289,UK
10328,24,"81,17","1948,08",11/12/2004,Shipped,Vintage Cars,S32_4289,Italy
10340,39,"59,16","2307,24",11/24/2004,Shipped,Vintage Cars,S32_4289,Spain
10353,40,"44,51","1780,4",12/4/2004,Shipped,Vintage Cars,S32_4289,USA
10361,49,"72,33","3544,17",12/17/2004,Shipped,Vintage Cars,S32_4289,Australia
10375,44,"82,26","3619,44",2/3/2005,Shipped,Vintage Cars,S32_4289,France
10388,35,100,"3918,95",3/3/2005,Shipped,Vintage Cars,S32_4289,USA
10398,22,"67,41","1483,02",3/30/2005,Shipped,Vintage Cars,S32_4289,France
10401,62,"77,73","4819,26",4/3/2005,On Hold,Vintage Cars,S32_4289,USA
10416,26,"61,22","1591,72",5/10/2005,Shipped,Vintage Cars,S32_4289,Italy
10108,31,100,"3669,78",3/3/2003,Shipped,Motorcycles,S32_4485,Philippines
10121,25,"86,74","2168,5",5/7/2003,Shipped,Motorcycles,S32_4485,France
10135,30,"89,8",2694,7/2/2003,Shipped,Motorcycles,S32_4485,USA
10145,27,100,"3251,34",8/25/2003,Shipped,Motorcycles,S32_4485,USA
10159,23,100,"2347,15",10/10/2003,Shipped,Motorcycles,S32_4485,USA
10169,34,100,"3920,88",11/4/2003,Shipped,Motorcycles,S32_4485,Australia
10180,22,100,"2514,6",11/11/2003,Shipped,Motorcycles,S32_4485,France
10190,42,"85,72","3600,24",11/19/2003,Shipped,Motorcycles,S32_4485,Spain
10211,37,100,"4040,03",1/15/2004,Shipped,Motorcycles,S32_4485,France
10224,30,100,"3336,9",2/21/2004,Shipped,Motorcycles,S32_4485,France
10237,27,100,"3113,64",4/5/2004,Shipped,Motorcycles,S32_4485,USA
10252,25,100,2832,5/26/2004,Shipped,Motorcycles,S32_4485,France
10264,34,"97,97","3330,98",6/30/2004,Shipped,Motorcycles,S32_4485,USA
10276,38,100,"4304,64",8/2/2004,Shipped,Motorcycles,S32_4485,USA
10285,26,100,"2600,26",8/27/2004,Shipped,Motorcycles,S32_4485,USA
10299,38,100,"4382,16",9/30/2004,Shipped,Motorcycles,S32_4485,Finland
10309,50,"84,7",4235,10/15/2004,Shipped,Motorcycles,S32_4485,Norway
10319,22,100,"2626,8",11/3/2004,Shipped,Motorcycles,S32_4485,USA
10331,32,100,"5026,56",11/17/2004,Shipped,Motorcycles,S32_4485,USA
10341,31,"71,02","2201,62",11/24/2004,Shipped,Motorcycles,S32_4485,Austria
10355,40,100,"4326,8",12/7/2004,Shipped,Motorcycles,S32_4485,Spain
10365,22,100,"3425,18",1/7/2005,Shipped,Motorcycles,S32_4485,USA
10375,41,100,"4701,88",2/3/2005,Shipped,Motorcycles,S32_4485,France
10390,45,"48,98","2204,1",3/4/2005,Shipped,Motorcycles,S32_4485,USA
10403,45,100,"5189,4",4/8/2005,Shipped,Motorcycles,S32_4485,UK
10106,39,"40,15","1565,85",2/17/2003,Shipped,Vintage Cars,S50_1341,Italy
10120,49,"50,62","2480,38",4/29/2003,Shipped,Vintage Cars,S50_1341,Australia
10133,27,"50,19","1355,13",6/27/2003,Shipped,Vintage Cars,S50_1341,Spain
10143,34,"36,66","1246,44",8/10/2003,Shipped,Vintage Cars,S50_1341,USA
10156,20,"41,02","820,4",10/8/2003,Shipped,Vintage Cars,S50_1341,Spain
10168,48,"51,93","2492,64",10/28/2003,Shipped,Vintage Cars,S50_1341,USA
10199,29,"38,4","1113,6",12/1/2003,Shipped,Vintage Cars,S50_1341,USA
10210,43,"41,02","1763,86",1/12/2004,Shipped,Vintage Cars,S50_1341,Japan
10223,41,"46,26","1896,66",2/20/2004,Shipped,Vintage Cars,S50_1341,Australia
10235,41,"35,35","1449,35",4/2/2004,Shipped,Vintage Cars,S50_1341,Canada
10250,36,"51,93","1869,48",5/11/2004,Shipped,Vintage Cars,S50_1341,USA
10262,49,"37,97","1860,53",6/24/2004,Cancelled,Vintage Cars,S50_1341,Spain
10275,38,"45,39","1724,82",7/23/2004,Shipped,Vintage Cars,S50_1341,France
10284,33,"51,93","1713,69",8/21/2004,Shipped,Vintage Cars,S50_1341,Norway
10296,26,"48,44","1259,44",9/15/2004,Shipped,Vintage Cars,S50_1341,Germany
10308,47,"43,64","2051,08",10/15/2004,Shipped,Vintage Cars,S50_1341,USA
10316,34,"47,57","1617,38",11/1/2004,Shipped,Vintage Cars,S50_1341,UK
10328,34,"51,93","1765,62",11/12/2004,Shipped,Vintage Cars,S50_1341,Italy
10340,40,"50,62","2024,8",11/24/2004,Shipped,Vintage Cars,S50_1341,Spain
10353,40,"82,21","3288,4",12/4/2004,Shipped,Vintage Cars,S50_1341,USA
10361,33,"82,59","2725,47",12/17/2004,Shipped,Vintage Cars,S50_1341,Australia
10375,49,"65,8","3224,2",2/3/2005,Shipped,Vintage Cars,S50_1341,France
10388,27,100,"3211,38",3/3/2005,Shipped,Vintage Cars,S50_1341,USA
10398,49,"36,66","1796,34",3/30/2005,Shipped,Vintage Cars,S50_1341,France
10401,56,"35,35","1979,6",4/3/2005,On Hold,Vintage Cars,S50_1341,USA
10416,37,"51,93","1921,41",5/10/2005,Shipped,Vintage Cars,S50_1341,Italy
10104,33,100,"3705,24",1/31/2003,Shipped,Trucks and Buses,S50_1392,Spain
10115,27,100,"2843,91",4/4/2003,Shipped,Trucks and Buses,S50_1392,USA
10127,46,100,"6176,42",6/3/2003,Shipped,Trucks and Buses,S50_1392,USA
10141,44,100,"5500,44",8/1/2003,Shipped,Trucks and Buses,S50_1392,Finland
10151,26,100,"3220,1",9/21/2003,Shipped,Trucks and Buses,S50_1392,Finland
10165,48,"94,92","4556,16",10/22/2003,Shipped,Trucks and Buses,S50_1392,Singapore
10176,23,100,"3114,89",11/6/2003,Shipped,Trucks and Buses,S50_1392,Italy
10184,45,100,"4948,2",11/14/2003,Shipped,Trucks and Buses,S50_1392,Spain
10195,49,100,"5161,17",11/25/2003,Shipped,Trucks and Buses,S50_1392,USA
10207,28,"94,92","2657,76",12/9/2003,Shipped,Trucks and Buses,S50_1392,USA
10220,37,100,"3983,05",2/12/2004,Shipped,Trucks and Buses,S50_1392,Ireland
10230,34,100,"3974,94",3/15/2004,Shipped,Trucks and Buses,S50_1392,Germany
10246,22,100,"2928,42",5/5/2004,Shipped,Trucks and Buses,S50_1392,Spain
10259,29,100,"3054,57",6/15/2004,Shipped,Trucks and Buses,S50_1392,Singapore
10271,34,"98,39","3345,26",7/20/2004,Shipped,Trucks and Buses,S50_1392,USA
10282,38,100,"4310,72",8/20/2004,Shipped,Trucks and Buses,S50_1392,USA
10292,41,100,"4983,14",9/8/2004,Shipped,Trucks and Buses,S50_1392,USA
10305,42,100,"4618,32",10/13/2004,Shipped,Trucks and Buses,S50_1392,USA
10314,28,100,"3403,12",10/22/2004,Shipped,Trucks and Buses,S50_1392,Denmark
10325,38,100,"5190,42",11/5/2004,Shipped,Trucks and Buses,S50_1392,Norway
10336,23,100,"3141,57",11/20/2004,Shipped,Trucks and Buses,S50_1392,France
10350,31,"71,4","2213,4",12/2/2004,Shipped,Trucks and Buses,S50_1392,Spain
10359,46,100,"4896,7",12/15/2004,Shipped,Trucks and Buses,S50_1392,France
10371,48,"56,55","2714,4",1/23/2005,Shipped,Trucks and Buses,S50_1392,USA
10383,29,100,"3087,05",2/22/2005,Shipped,Trucks and Buses,S50_1392,Spain
10395,46,100,"5692,96",3/17/2005,Shipped,Trucks and Buses,S50_1392,France
10412,26,100,"3460,86",5/3/2005,Shipped,Trucks and Buses,S50_1392,Spain
10425,18,100,"1895,94",5/31/2005,In Process,Trucks and Buses,S50_1392,France
10104,32,"53,31","1705,92",1/31/2003,Shipped,Trains,S50_1514,Spain
10117,21,"49,21","1033,41",4/16/2003,Shipped,Trains,S50_1514,Singapore
10127,46,"69,12","3179,52",6/3/2003,Shipped,Trains,S50_1514,USA
10142,42,"49,79","2091,18",8/8/2003,Shipped,Trains,S50_1514,USA
10153,31,"57,41","1779,71",9/28/2003,Shipped,Trains,S50_1514,Spain
10165,38,"66,78","2537,64",10/22/2003,Shipped,Trains,S50_1514,Singapore
10176,38,"64,44","2448,72",11/6/2003,Shipped,Trains,S50_1514,Italy
10185,20,"48,62","972,4",11/14/2003,Shipped,Trains,S50_1514,USA
10196,46,"62,09","2856,14",11/26/2003,Shipped,Trains,S50_1514,USA
10208,30,"65,61","1968,3",1/2/2004,Shipped,Trains,S50_1514,France
10220,30,"68,54","2056,2",2/12/2004,Shipped,Trains,S50_1514,Ireland
10230,43,"52,14","2242,02",3/15/2004,Shipped,Trains,S50_1514,Germany
10247,49,"63,85","3128,65",5/5/2004,Shipped,Trains,S50_1514,Finland
10272,43,"56,82","2443,26",7/20/2004,Shipped,Trains,S50_1514,USA
10282,37,"66,78","2470,86",8/20/2004,Shipped,Trains,S50_1514,USA
10292,35,"55,07","1927,45",9/8/2004,Shipped,Trains,S50_1514,USA
10306,34,"60,34","2051,56",10/14/2004,Shipped,Trains,S50_1514,UK
10314,38,"61,51","2337,38",10/22/2004,Shipped,Trains,S50_1514,Denmark
10325,44,100,"5932,96",11/5/2004,Shipped,Trains,S50_1514,Norway
10337,21,100,"2296,77",11/21/2004,Shipped,Trains,S50_1514,USA
10350,44,100,"6490,88",12/2/2004,Shipped,Trains,S50_1514,Spain
10359,25,"64,93","1623,25",12/15/2004,Shipped,Trains,S50_1514,France
10372,24,"58,58","1405,92",1/26/2005,Shipped,Trains,S50_1514,Japan
10383,38,"60,06","2282,28",2/22/2005,Shipped,Trains,S50_1514,Spain
10395,45,100,"8977,05",3/17/2005,Shipped,Trains,S50_1514,France
10413,51,"63,85","3256,35",5/5/2005,Shipped,Trains,S50_1514,USA
10108,34,"82,99","2821,66",3/3/2003,Shipped,Motorcycles,S50_4713,Philippines
10121,44,"74,85","3293,4",5/7/2003,Shipped,Motorcycles,S50_4713,France
10135,44,96,4224,7/2/2003,Shipped,Motorcycles,S50_4713,USA
10145,38,"81,36","3091,68",8/25/2003,Shipped,Motorcycles,S50_4713,USA
10159,31,"71,6","2219,6",10/10/2003,Shipped,Motorcycles,S50_4713,USA
10169,48,"80,55","3866,4",11/4/2003,Shipped,Motorcycles,S50_4713,Australia
10180,21,"93,56","1964,76",11/11/2003,Shipped,Motorcycles,S50_4713,France
10190,40,"66,72","2668,8",11/19/2003,Shipped,Motorcycles,S50_4713,Spain
10211,40,"80,55",3222,1/15/2004,Shipped,Motorcycles,S50_4713,France
10224,50,"77,29","3864,5",2/21/2004,Shipped,Motorcycles,S50_4713,France
10237,20,"68,34","1366,8",4/5/2004,Shipped,Motorcycles,S50_4713,USA
10252,48,"72,41","3475,68",5/26/2004,Shipped,Motorcycles,S50_4713,France
10264,47,"89,5","4206,5",6/30/2004,Shipped,Motorcycles,S50_4713,USA
10276,21,"70,78","1486,38",8/2/2004,Shipped,Motorcycles,S50_4713,USA
10285,39,"78,92","3077,88",8/27/2004,Shipped,Motorcycles,S50_4713,USA
10299,44,"80,55","3544,2",9/30/2004,Shipped,Motorcycles,S50_4713,Finland
10309,28,"88,68","2483,04",10/15/2004,Shipped,Motorcycles,S50_4713,Norway
10319,45,"77,29","3478,05",11/3/2004,Shipped,Motorcycles,S50_4713,USA
10331,20,100,"3657,8",11/17/2004,Shipped,Motorcycles,S50_4713,USA
10341,38,100,"4682,36",11/24/2004,Shipped,Motorcycles,S50_4713,Austria
10356,26,100,"3937,7",12/9/2004,Shipped,Motorcycles,S50_4713,France
10365,44,100,"4984,32",1/7/2005,Shipped,Motorcycles,S50_4713,USA
10375,49,100,"5406,66",2/3/2005,Shipped,Motorcycles,S50_4713,France
10390,22,100,"3491,18",3/4/2005,Shipped,Motorcycles,S50_4713,USA
10403,31,"68,34","2118,54",4/8/2005,Shipped,Motorcycles,S50_4713,UK
10105,41,"70,67","2897,47",2/11/2003,Shipped,Ships,S700_1138,Denmark
10119,25,"76,67","1916,75",4/28/2003,Shipped,Ships,S700_1138,Austria
10129,31,60,1860,6/12/2003,Shipped,Ships,S700_1138,UK
10142,41,64,2624,8/8/2003,Shipped,Ships,S700_1138,USA
10153,43,"64,67","2780,81",9/28/2003,Shipped,Ships,S700_1138,Spain
10167,43,"75,34","3239,62",10/23/2003,Cancelled,Ships,S700_1138,Sweden
